trans_id,account_id,date,type,operation,amount,balance,k_symbol,bank,account
1356676,4631,970108,PRIJEM,PREVOD Z UCTU,21882.0,22682.0,,CD,84430205.0
1982374,6715,970108,VYBER,VYBER,22221.0,26663.4,,,
1988717,6738,970108,PRIJEM,PREVOD Z UCTU,18954.0,47962.0,,EF,22608131.0
2009088,6806,970108,VYDAJ,VYBER,3600.0,37792.4,,,
391263,1331,970108,VYDAJ,PREVOD NA UCET,3320.0,22326.5, ,EF,79824220.0
392385,1334,970108,VYDAJ,VYBER,1440.0,34615.9,,,
390186,1327,970108,VYDAJ,VYBER,400.0,91529.5,,,
393636,1338,970108,VYDAJ,PREVOD NA UCET,4545.0,61217.8,SIPO,CD,87075221.0
389781,1326,970108,PRIJEM,VKLAD,4565.0,22663.4,,,
392323,1334,970108,PRIJEM,VKLAD,5627.0,36055.9,,,
393266,1337,970108,VYDAJ,VYBER,900.0,47992.1,,,
433467,1473,970108,PRIJEM,PREVOD Z UCTU,2976.0,15397.0,,ST,45224928.0
431595,1467,970108,PRIJEM,VKLAD,19597.0,80608.3,,,
533352,1816,970108,VYDAJ,PREVOD NA UCET,2824.0,13192.0,SIPO,MN,50690215.0
533420,1816,970108,VYDAJ,VYBER,960.0,16016.0,,,
532311,1813,970108,VYDAJ,PREVOD NA UCET,4350.0,55107.8, ,QR,343406.0
780716,2662,970108,VYDAJ,VYBER,400.0,24843.4,,,
780595,2662,970108,PRIJEM,PREVOD Z UCTU,5500.0,25243.4,DUCHOD,EF,49058002.0
344859,1168,970108,VYDAJ,VYBER,960.0,14471.2,,,
350178,1189,970108,VYDAJ,VYBER,390.0,25156.8,,,
349054,1184,970108,VYDAJ,VYBER,8700.0,74960.5,,,
351991,1196,970108,PRIJEM,VKLAD,34912.0,82741.1,,,
351150,1193,970108,VYDAJ,PREVOD NA UCET,7334.0,36407.2,SIPO,KL,465041.0
353636,1201,970108,VYDAJ,PREVOD NA UCET,5873.0,34584.7,SIPO,CD,73948222.0
352990,1200,970108,PRIJEM,VKLAD,23381.0,57628.8,,,
1234511,4225,970108,VYDAJ,VYBER,1300.0,66136.0,,,
1243576,4254,970108,VYDAJ,VYBER,550.0,39509.9,,,
1238966,4240,970108,PRIJEM,PREVOD Z UCTU,27666.0,47555.2,,EF,17497700.0
1240984,4245,970108,VYDAJ,VYBER KARTOU,4000.0,71782.3,,,0.0
866389,2949,970108,VYDAJ,VYBER,500.0,26481.1,,,
971029,3309,970108,VYDAJ,PREVOD NA UCET,2430.0,38668.7,SIPO,OP,15451962.0
968945,3302,970108,VYDAJ,VYBER,870.0,21765.8,,,
1151358,3938,970108,PRIJEM,VKLAD,23034.0,66692.4,,,
1153230,3944,970108,VYDAJ,VYBER,2160.0,36500.9,,,
1152224,3940,970108,VYDAJ,VYBER,5100.0,37100.3,,,
1152227,3940,970108,VYDAJ,VYBER KARTOU,1800.0,35300.3,,,0.0
1154215,3948,970108,VYDAJ,PREVOD NA UCET,2780.0,38194.9, ,EF,58645462.0
785522,2676,970108,VYDAJ,VYBER,960.0,22211.8,,,
784444,2673,970108,VYDAJ,PREVOD NA UCET,4111.0,30223.0, ,MN,7310396.0
825497,2813,970108,PRIJEM,VKLAD,14422.0,39762.9,,,
827232,2818,970108,PRIJEM,PREVOD Z UCTU,41022.0,70074.0,,GH,4648572.0
982174,3352,970108,VYDAJ,VYBER,2640.0,16573.0,,,
980453,3345,970108,VYDAJ,VYBER,1680.0,5216.8,,,
982786,3354,970108,PRIJEM,VKLAD,10352.0,23351.6,,,
1035711,3542,970108,VYDAJ,PREVOD NA UCET,2267.0,22356.7,,ST,15109885.0
1034268,3536,970108,VYDAJ,VYBER,1360.0,19779.3,,,
1147909,3926,970108,VYDAJ,VYBER,1600.0,37177.0,,,
1144623,3915,970108,VYDAJ,VYBER,2100.0,70072.1,,,
1147055,3923,970108,VYDAJ,VYBER,15500.0,62139.5,,,
1148304,3927,970108,VYDAJ,VYBER,720.0,18898.3,,,
2862473,9472,970108,VYDAJ,VYBER,3600.0,83635.1,,,
126128,425,970108,VYDAJ,PREVOD NA UCET,2390.0,23501.0,SIPO,ST,21181220.0
124567,419,970108,VYDAJ,VYBER,700.0,29919.2,,,
146343,490,970108,PRIJEM,PREVOD Z UCTU,3063.0,16970.3,,OP,74493413.0
146891,492,970108,VYDAJ,VYBER,2520.0,24973.0,,,
145939,489,970108,PRIJEM,VKLAD,16358.0,39813.4,,,
154243,517,970108,VYDAJ,VYBER,3360.0,50097.7,,,
220165,748,970108,VYDAJ,PREVOD NA UCET,6492.0,45884.5,SIPO,OP,75135111.0
221305,751,970108,VYDAJ,VYBER,800.0,15088.5,,,
218999,744,970108,VYDAJ,PREVOD NA UCET,2165.0,15493.6,SIPO,CD,51830822.0
114141,385,970108,VYDAJ,PREVOD NA UCET,121.0,21705.9,POJISTNE,GH,79315310.0
118569,397,970108,VYDAJ,VYBER,1500.0,46503.7,,,
123378,415,970108,PRIJEM,VKLAD,13110.0,39380.7,,,
953137,3250,970108,PRIJEM,PREVOD Z UCTU,5690.0,19193.0,DUCHOD,ST,75094973.0
950457,3240,970108,VYDAJ,PREVOD NA UCET,298.0,25997.3,POJISTNE,OP,47667419.0
637188,2176,970108,PRIJEM,VKLAD,44696.0,64763.8,,,
633644,2164,970108,PRIJEM,VKLAD,21633.0,68520.7,,,
743313,2538,970108,VYDAJ,PREVOD NA UCET,3689.0,10913.3,SIPO,EF,79103833.0
745177,2543,970108,VYDAJ,VYBER,3150.0,44893.8,,,
745143,2543,970108,VYDAJ,PREVOD NA UCET,2145.0,42748.8,SIPO,GH,60684478.0
744714,2542,970108,VYDAJ,PREVOD NA UCET,308.0,30454.5,POJISTNE,YZ,40178102.0
2938059,9730,970108,PRIJEM,VKLAD,10694.0,11594.0,,,
2929984,9703,970108,VYDAJ,VYBER,3900.0,81857.0,,,
2929802,9703,970108,PRIJEM,PREVOD Z UCTU,33936.0,85757.0,,OP,51146686.0
2910754,9640,970108,VYDAJ,VYBER,6600.0,25414.5,,,
511526,1750,970108,VYDAJ,VYBER,1000.0,67172.2,,,
545517,1856,970108,PRIJEM,PREVOD Z UCTU,3261.0,25324.1,,WX,55557876.0
544378,1851,970108,VYDAJ,VYBER,1600.0,26291.7,,,
1262678,4318,970108,VYDAJ,PREVOD NA UCET,13396.0,42092.0,SIPO,KL,13522321.0
1265484,4328,970108,PRIJEM,VKLAD,6412.0,35555.0,,,
1246494,4264,970108,PRIJEM,VKLAD,21500.0,73035.3,,,
1262909,4318,970108,VYDAJ,VYBER,60200.0,55488.0,,,
1245568,4260,970108,VYDAJ,VYBER,2100.0,31601.9,,,
1262534,4318,970108,PRIJEM,PREVOD Z UCTU,46096.0,115688.0,,WX,20710844.0
1644122,5574,970108,PRIJEM,PREVOD Z UCTU,47710.0,95597.4,,GH,99795412.0
1659099,5628,970108,PRIJEM,VKLAD,13818.0,39018.5,,,
1650339,5593,970108,VYBER,VYBER,10441.0,38140.3,,,
3149487,10451,970108,VYDAJ,VYBER,2280.0,17761.9,,,
3145163,10439,970108,PRIJEM,PREVOD Z UCTU,37890.0,84700.3,,OP,41836589.0
397210,1352,970108,PRIJEM,VKLAD,24800.0,69889.1,,,
399296,1360,970108,VYDAJ,VYBER KARTOU,3200.0,34080.4,,,0.0
437080,1485,970108,VYDAJ,PREVOD NA UCET,5949.0,96689.9, ,EF,43014037.0
434701,1477,970108,PRIJEM,PREVOD Z UCTU,3151.0,18257.5,,KL,92373114.0
437863,1487,970108,VYDAJ,PREVOD NA UCET,2204.0,19279.9,,KL,70317125.0
435917,1481,970108,VYDAJ,VYBER,2970.0,15445.0,,,
437186,1485,970108,VYDAJ,VYBER,1500.0,102638.9,,,
436461,1483,970108,VYDAJ,PREVOD NA UCET,1962.0,21072.0,SIPO,YZ,92452376.0
435949,1481,970108,VYDAJ,VYBER,240.0,15205.0,,,
749589,2555,970108,VYDAJ,VYBER,3480.0,58267.4,,,
749081,2554,970108,VYDAJ,VYBER KARTOU,1100.0,69076.9,,,0.0
747650,2550,970108,VYDAJ,PREVOD NA UCET,49.0,54389.7, ,ST,71683752.0
749519,2555,970108,VYDAJ,PREVOD NA UCET,2261.0,61747.4, ,AB,73481118.0
312739,1067,970108,VYDAJ,VYBER,12000.0,25648.4,,,
312677,1067,970108,VYDAJ,PREVOD NA UCET,7811.0,17837.4,SIPO,AB,90449589.0
312784,1067,970108,PRIJEM,VKLAD,6600.0,37648.4,,,
318638,1088,970108,VYDAJ,VYBER,2300.0,26882.1,,,
320926,1097,970108,VYDAJ,PREVOD NA UCET,42.0,32080.5, ,UV,86982053.0
1158075,3965,970108,VYDAJ,VYBER,8400.0,14220.0,,,
1155650,3954,970108,VYDAJ,VYBER,1520.0,29744.0,,,
833429,2838,970108,VYDAJ,PREVOD NA UCET,1948.0,64933.2,SIPO,YZ,46153497.0
833259,2838,970108,PRIJEM,VKLAD,5070.0,66881.2,,,
829038,2823,970108,VYDAJ,VYBER,840.0,19431.1,,,
946495,3226,970108,VYDAJ,VYBER,2700.0,15961.4,,,
945046,3222,970108,VYDAJ,VYBER,240.0,20810.2,,,
947400,3229,970108,VYDAJ,PREVOD NA UCET,6828.0,75145.0,SIPO,YZ,97103529.0
944977,3222,970108,VYDAJ,PREVOD NA UCET,590.0,21050.2,POJISTNE,EF,51901710.0
946318,3226,970108,PRIJEM,VKLAD,4197.0,18661.4,,,
1126934,3849,970108,VYDAJ,VYBER,15000.0,33812.9,,,
1125354,3844,970108,PRIJEM,PREVOD Z UCTU,3390.0,22984.8,,MN,8121747.0
1127271,3850,970108,VYDAJ,VYBER,1080.0,51758.4,,,
1124506,3840,970108,VYDAJ,PREVOD NA UCET,2559.0,36648.9,SIPO,CD,87679588.0
752970,2569,970108,PRIJEM,PREVOD Z UCTU,6772.0,31142.9,DUCHOD,CD,39914208.0
792977,2702,970108,PRIJEM,VKLAD,24443.0,66375.2,,,
793077,2702,970108,VYDAJ,VYBER,10400.0,55975.2,,,
788783,2689,970108,PRIJEM,VKLAD,19891.0,20991.0,,,
790493,2695,970108,VYDAJ,VYBER,1560.0,55193.4,,,
792756,2701,970108,VYDAJ,VYBER,5160.0,44264.3,,,
792730,2701,970108,VYDAJ,VYBER,3240.0,41024.3,,,
791154,2697,970108,VYDAJ,VYBER,2760.0,33164.2,,,
1138145,3890,970108,VYDAJ,VYBER,600.0,24918.8,,,
1134889,3878,970108,VYDAJ,PREVOD NA UCET,70.0,18489.9,POJISTNE,YZ,35417062.0
2489527,8212,970108,VYBER,VYBER,5943.0,36904.3,,,
2477363,8173,970108,VYBER,VYBER,21142.0,50303.5,,,
2501925,8260,970108,PRIJEM,PREVOD Z UCTU,37435.0,96647.2,,MN,92527162.0
294745,1006,970108,VYDAJ,PREVOD NA UCET,60.0,33889.3,POJISTNE,EF,76910799.0
294529,1006,970108,PRIJEM,PREVOD Z UCTU,3737.0,33949.3,,WX,6088287.0
295900,1010,970108,PRIJEM,VKLAD,11558.0,40259.9,,,
329870,1124,970108,VYDAJ,VYBER,4500.0,24500.0,,,
328500,1120,970108,VYDAJ,PREVOD NA UCET,1195.0,18659.7, ,KL,15175223.0
369260,1256,970108,PRIJEM,VKLAD,15272.0,33611.0,,,
369320,1256,970108,VYDAJ,PREVOD NA UCET,1178.0,32433.0,SIPO,AB,72944313.0
681553,2326,970108,VYDAJ,VYBER,5500.0,32032.2,,,
682166,2328,970108,VYDAJ,PREVOD NA UCET,1846.0,45792.8,SIPO,MN,22747612.0
256970,882,970108,VYDAJ,PREVOD NA UCET,3306.0,15713.0,SIPO,CD,5837190.0
258286,885,970108,VYDAJ,PREVOD NA UCET,872.0,79232.3,SIPO,GH,90082960.0
263601,901,970108,VYDAJ,VYBER,480.0,26768.4,,,
263138,900,970108,PRIJEM,VKLAD,8925.0,23154.1,,,
262118,897,970108,VYDAJ,VYBER,7800.0,43353.4,,,
264809,904,970108,VYDAJ,VYBER,2520.0,54213.3,,,
264063,902,970108,VYDAJ,VYBER,3840.0,18827.9,,,
1104947,3775,970108,VYDAJ,VYBER,2240.0,17723.9,,,
762474,2603,970108,VYDAJ,PREVOD NA UCET,3210.0,22921.7,SIPO,ST,30168819.0
834520,2840,970108,VYDAJ,VYBER,16200.0,36550.3,,,
836327,2847,970108,VYDAJ,PREVOD NA UCET,5185.0,47322.8,SIPO,QR,9167498.0
1073057,3667,970108,PRIJEM,VKLAD,4463.0,18906.3,,,
1069239,3653,970108,VYDAJ,PREVOD NA UCET,4128.0,43017.7,SIPO,IJ,41153007.0
1073670,3669,970108,VYDAJ,PREVOD NA UCET,1298.0,20585.5, ,AB,20263856.0
689948,2357,970108,VYDAJ,PREVOD NA UCET,3869.0,24613.5,SIPO,KL,58773815.0
691071,2361,970108,VYDAJ,VYBER,1920.0,14606.0,,,
725872,2484,970108,VYDAJ,PREVOD NA UCET,2343.0,19741.3,SIPO,OP,3728384.0
727609,2488,970108,PRIJEM,PREVOD Z UCTU,3046.0,26409.7,,AB,94842952.0
725524,2483,970108,PRIJEM,VKLAD,23554.0,79393.0,,,
725429,2482,970108,VYDAJ,VYBER,2900.0,16490.0,,,
630952,2154,970108,VYDAJ,PREVOD NA UCET,2126.0,13698.5,,AB,22301203.0
632923,2161,970108,VYDAJ,VYBER,2400.0,26917.6,,,
804952,2742,970108,VYDAJ,VYBER,3480.0,50107.6,,,
807798,2752,970108,VYDAJ,VYBER,800.0,69760.5,,,
567373,1931,970108,VYDAJ,VYBER,2080.0,26174.6,,,
566265,1927,970108,VYDAJ,VYBER,690.0,18775.6,,,
566792,1930,970108,VYDAJ,PREVOD NA UCET,3223.0,16681.2,SIPO,ST,47185248.0
598512,2037,970108,VYDAJ,VYBER,2160.0,28449.9,,,
594207,2023,970108,VYDAJ,PREVOD NA UCET,4208.0,49361.8, ,YZ,90052854.0
1321575,4511,970108,PRIJEM,VKLAD,4200.0,22925.1,,,
1321279,4511,970108,VYDAJ,PREVOD NA UCET,3948.0,18977.1,SIPO,WX,95965677.0
1322349,4514,970108,VYDAJ,VYBER,5700.0,29650.1,,,
1602708,5442,970108,VYDAJ,PREVOD NA UCET,8110.0,9021.7,SIPO,EF,14627766.0
1610957,5472,970108,VYDAJ,VYBER,9300.0,3753.6,,,
1583877,5385,970108,VYDAJ,VYBER,6300.0,22676.6,,,
1602780,5442,970108,VYDAJ,PREVOD NA UCET,2070.0,17131.7, ,MN,10828179.0
1596708,5423,970108,VYDAJ,PREVOD NA UCET,4068.0,28015.4,POJISTNE,AB,59710752.0
2434815,8027,970108,VYDAJ,VYBER,5700.0,75395.9,,,
2448951,8073,970108,VYDAJ,VYBER,4500.0,105597.3,,,
2448908,8073,970108,VYBER,VYBER,3902.0,110097.3,,,
857775,2924,970108,VYDAJ,VYBER,1200.0,34797.9,,,
910282,3101,970108,VYDAJ,PREVOD NA UCET,1938.0,12048.3,,EF,52626574.0
907973,3094,970108,VYDAJ,PREVOD NA UCET,5421.0,39667.0,SIPO,MN,54152226.0
910342,3101,970108,VYDAJ,VYBER,630.0,13986.3,,,
990835,3378,970108,VYDAJ,PREVOD NA UCET,6387.0,44879.5,SIPO,KL,76775717.0
994129,3391,970108,VYDAJ,PREVOD NA UCET,6082.0,57910.3, ,WX,58574038.0
989201,3372,970108,PRIJEM,VKLAD,23973.0,71713.9,,,
1215053,4159,970108,VYDAJ,VYBER,2600.0,46535.7,,,
1218598,4171,970108,VYDAJ,PREVOD NA UCET,14336.0,10082.4,SIPO,GH,90027188.0
820206,2793,970108,PRIJEM,PREVOD Z UCTU,3452.0,20802.1,,CD,61004811.0
820345,2793,970108,VYDAJ,VYBER,480.0,20322.1,,,
818843,2788,970108,VYDAJ,VYBER,3000.0,22626.7,,,
821889,2799,970108,VYDAJ,PREVOD NA UCET,2493.0,22297.9,POJISTNE,CD,2489036.0
821429,2798,970108,VYDAJ,VYBER,7200.0,42061.2,,,
426596,1449,970108,VYDAJ,VYBER,700.0,49848.5,,,
427151,1451,970108,VYDAJ,PREVOD NA UCET,3734.0,12534.9,SIPO,UV,44489443.0
426389,1449,970108,PRIJEM,VKLAD,4711.0,50548.5,,,
486502,1658,970108,VYDAJ,VYBER,720.0,26306.9,,,
484920,1652,970108,VYDAJ,PREVOD NA UCET,3422.0,12333.5,SIPO,WX,88888269.0
558027,1898,970108,VYDAJ,VYBER,4800.0,24867.4,,,
813351,2770,970108,VYDAJ,PREVOD NA UCET,494.0,32400.4,SIPO,YZ,10137910.0
813708,2770,970108,VYDAJ,VYBER,1800.0,30600.4,,,
381224,1295,970108,VYDAJ,PREVOD NA UCET,3282.0,15290.7,SIPO,UV,74620097.0
381850,1297,970108,VYDAJ,PREVOD NA UCET,3311.0,41733.8, ,UV,17594236.0
382502,1299,970108,VYDAJ,PREVOD NA UCET,317.0,18412.4,SIPO,CD,17364889.0
380950,1294,970108,VYDAJ,VYBER,2640.0,16016.5,,,
379877,1291,970108,VYDAJ,VYBER,1440.0,23168.5,,,
382430,1299,970108,PRIJEM,PREVOD Z UCTU,3913.0,18729.4,,CD,49405068.0
381286,1295,970108,VYDAJ,VYBER,1400.0,18572.7,,,
378700,1288,970108,PRIJEM,PREVOD Z UCTU,6059.0,19913.4,DUCHOD,KL,7797551.0
382574,1299,970108,VYDAJ,PREVOD NA UCET,2291.0,16121.4, ,GH,4791987.0
386593,1314,970108,VYDAJ,PREVOD NA UCET,6889.0,44965.7,SIPO,IJ,52970862.0
387571,1317,970108,VYDAJ,PREVOD NA UCET,3493.0,24048.7,SIPO,YZ,54353141.0
388823,1322,970108,VYDAJ,PREVOD NA UCET,1485.0,21677.9,SIPO,ST,3167045.0
386142,1312,970108,VYDAJ,VYBER,960.0,20020.0,,,
1029101,3514,970108,VYDAJ,PREVOD NA UCET,2266.0,24040.2,SIPO,QR,48036253.0
1027895,3510,970108,VYDAJ,VYBER,3300.0,44277.2,,,
1029172,3514,970108,VYDAJ,VYBER,150.0,23890.2,,,
1086440,3712,970108,VYDAJ,VYBER,1840.0,14862.6,,,
1084584,3704,970108,VYDAJ,VYBER,1840.0,24229.0,,,
1291436,4414,970108,VYDAJ,PREVOD NA UCET,3716.0,43212.7,SIPO,ST,75805902.0
1292948,4418,970108,PRIJEM,VKLAD,13635.0,23496.0,,,
1281889,4385,970108,VYDAJ,VYBER,5400.0,29214.5,,,
1288714,4408,970108,PRIJEM,VKLAD,23665.0,67981.1,,,
171571,575,970108,VYDAJ,PREVOD NA UCET,5329.0,16684.7, ,GH,62339043.0
170507,572,970108,VYDAJ,PREVOD NA UCET,349.0,36677.2,POJISTNE,QR,5563730.0
168105,562,970108,VYDAJ,VYBER,1350.0,28439.9,,,
168068,562,970108,VYDAJ,VYBER,9700.0,29789.9,,,
208863,709,970108,VYDAJ,VYBER,4500.0,29595.2,,,
209478,711,970108,VYDAJ,PREVOD NA UCET,3243.0,26186.1,SIPO,AB,97111349.0
214004,726,970108,VYDAJ,PREVOD NA UCET,3198.0,29405.2,SIPO,YZ,22188473.0
213806,725,970108,VYDAJ,VYBER,990.0,22566.8,,,
215037,730,970108,VYDAJ,VYBER KARTOU,2400.0,10936.5,,,0.0
217961,741,970108,VYDAJ,VYBER,3700.0,47667.1,,,
216621,737,970108,VYDAJ,PREVOD NA UCET,2817.0,21421.1,SIPO,WX,70212787.0
217162,738,970108,VYDAJ,VYBER,500.0,85218.3,,,
374919,1276,970108,VYDAJ,VYBER,720.0,37019.7,,,
374638,1276,970108,PRIJEM,VKLAD,6774.0,41578.7,,,
374106,1273,970108,VYDAJ,VYBER,17600.0,39955.7,,,
374710,1276,970108,VYDAJ,PREVOD NA UCET,3839.0,37739.7,SIPO,OP,19942432.0
377864,1286,970108,VYDAJ,PREVOD NA UCET,8500.0,68109.0,SIPO,IJ,38014668.0
159860,535,970108,VYDAJ,VYBER,14700.0,32758.4,,,
161481,541,970108,PRIJEM,VKLAD,20106.0,31025.9,,,
162190,542,970108,VYDAJ,VYBER,1040.0,16969.2,,,
165941,555,970108,VYDAJ,PREVOD NA UCET,7218.0,12253.7,SIPO,ST,6209928.0
166013,555,970108,VYDAJ,PREVOD NA UCET,479.0,11774.7, ,YZ,19875437.0
163830,548,970108,PRIJEM,PREVOD Z UCTU,6444.0,32924.8,DUCHOD,UV,54714143.0
999710,3413,970108,VYDAJ,PREVOD NA UCET,247.0,73920.6,POJISTNE,WX,78589880.0
997350,3405,970108,VYDAJ,PREVOD NA UCET,7543.0,28934.0,SIPO,KL,12718767.0
999836,3413,970108,VYDAJ,VYBER,2160.0,74167.6,,,
2675911,8856,970108,PRIJEM,VKLAD,7398.0,55225.6,,,
2653622,8776,970108,VYDAJ,VYBER,2600.0,58517.0,,,
2653596,8776,970108,VYDAJ,VYBER,2300.0,61117.0,,,
3031465,10049,970108,PRIJEM,VKLAD,4335.0,16453.4,,,
3043718,10093,970108,PRIJEM,PREVOD Z UCTU,40377.0,60982.2,,ST,78757834.0
3047778,10105,970108,VYDAJ,VYBER,7200.0,44497.4,,,
3047656,10105,970108,VYDAJ,VYBER,4800.0,60697.4,,,0.0
3047812,10105,970108,VYDAJ,VYBER,9000.0,51697.4,,,
933231,3183,970108,VYDAJ,VYBER,880.0,22421.4,,,
938266,3201,970108,VYDAJ,VYBER,1560.0,34983.0,,,
986909,3366,970108,VYDAJ,VYBER,3000.0,42237.0,,,
986800,3366,970108,PRIJEM,VKLAD,13909.0,45237.0,,,
984919,3359,970108,VYDAJ,VYBER,780.0,25129.0,,,
1094231,3741,970108,VYDAJ,VYBER,500.0,40426.4,,,
1095475,3745,970108,VYDAJ,PREVOD NA UCET,11469.0,74294.0,SIPO,ST,65273123.0
1095605,3745,970108,VYBER,VYBER,8561.0,85763.0,,,
2258819,7454,970108,PRIJEM,VKLAD,4166.0,15706.5,,,
2121824,7184,970108,VYDAJ,VYBER,840.0,39113.6,,,
74420,245,970108,PRIJEM,VKLAD,7300.0,14144.0,,,
72062,239,970108,VYDAJ,VYBER,3600.0,65574.8,,,
71802,239,970108,VYDAJ,PREVOD NA UCET,1042.0,69174.8,SIPO,CD,96977406.0
57554,192,970108,VYDAJ,PREVOD NA UCET,3583.0,22022.2,SIPO,IJ,70552640.0
113043,381,970108,PRIJEM,VKLAD,8209.0,37474.7,,,
59929,200,970108,PRIJEM,VKLAD,8614.0,79246.4,,,
64779,216,970108,VYDAJ,PREVOD NA UCET,1486.0,27148.0,SIPO,KL,85333066.0
62460,207,970108,VYDAJ,PREVOD NA UCET,2726.0,13758.1,POJISTNE,AB,83722591.0
66047,220,970108,PRIJEM,PREVOD Z UCTU,5271.0,22090.9,DUCHOD,IJ,9426391.0
67834,225,970108,VYDAJ,VYBER,1600.0,41208.8,,,
71072,237,970108,VYDAJ,PREVOD NA UCET,1788.0,12375.0, ,AB,58324587.0
916288,3124,970108,PRIJEM,VKLAD,15032.0,44612.6,,,
913532,3113,970108,VYDAJ,PREVOD NA UCET,355.0,46453.5, ,GH,11477154.0
916336,3124,970108,VYDAJ,PREVOD NA UCET,3649.0,40963.6,SIPO,KL,29770392.0
524307,1788,970108,VYDAJ,VYBER,1450.0,14358.1,,,
520668,1778,970108,VYDAJ,PREVOD NA UCET,3432.0,37727.0,SIPO,YZ,55264913.0
523315,1786,970108,VYDAJ,PREVOD NA UCET,8818.0,45317.6,SIPO,QR,45089298.0
579565,1972,970108,VYDAJ,VYBER,1920.0,30248.0,,,
581820,1979,970108,VYDAJ,PREVOD NA UCET,2014.0,20112.7,,UV,32008636.0
677109,2313,970108,VYDAJ,VYBER,6600.0,23382.6,,,
678563,2318,970108,VYDAJ,VYBER,2900.0,48541.4,,,
677110,2313,970108,VYDAJ,VYBER,3900.0,29982.6,,,
2304761,7606,970108,PRIJEM,VKLAD,5909.0,60208.8,,,
2287963,7546,970108,VYDAJ,PREVOD NA UCET,198.0,45478.5, ,ST,87915062.0
2304987,7606,970108,VYDAJ,VYBER,2700.0,57508.8,,,
2268288,7485,970108,VYDAJ,VYBER,1000.0,33793.5,,,
2268136,7485,970108,VYDAJ,VYBER,5100.0,34793.5,,,
2259095,7454,970108,VYDAJ,VYBER,840.0,14866.5,,,
2305432,7607,970108,VYDAJ,VYBER,1200.0,30806.6,,,
470079,1601,970108,VYDAJ,VYBER,1120.0,21118.3,,,
469405,1599,970108,PRIJEM,VKLAD,24915.0,56187.7,,,
470765,1603,970108,VYDAJ,PREVOD NA UCET,2359.0,36487.0,SIPO,WX,92258166.0
495062,1688,970108,VYDAJ,PREVOD NA UCET,2249.0,16605.8,SIPO,OP,80142312.0
494526,1686,970108,VYDAJ,PREVOD NA UCET,1225.0,34963.0, ,YZ,74546420.0
700559,2397,970108,VYDAJ,PREVOD NA UCET,16.0,15843.1, ,MN,30975151.0
770074,2628,970108,PRIJEM,VKLAD,23840.0,47987.1,,,
766610,2618,970108,PRIJEM,PREVOD Z UCTU,6559.0,17018.7,DUCHOD,GH,36180985.0
771228,2632,970108,VYDAJ,PREVOD NA UCET,41.0,21746.9, ,IJ,73459928.0
876254,2985,970108,VYDAJ,VYBER,880.0,37500.6,,,
876252,2985,970108,VYDAJ,VYBER,1360.0,36140.6,,,
619338,2114,970108,VYDAJ,PREVOD NA UCET,1742.0,29122.6, ,CD,42759567.0
622008,2122,970108,VYDAJ,VYBER,1800.0,32985.7,,,
621417,2121,970108,PRIJEM,VKLAD,22121.0,55993.0,,,
619445,2114,970108,VYDAJ,VYBER,5100.0,30864.6,,,
657074,2245,970108,VYDAJ,VYBER,20700.0,68237.8,,,
660955,2256,970108,VYDAJ,PREVOD NA UCET,3152.0,17377.1,SIPO,UV,65441125.0
661409,2257,970108,VYDAJ,VYBER,870.0,19409.3,,,
661376,2257,970108,VYDAJ,VYBER,360.0,20279.3,,,
657228,2245,970108,VYDAJ,VYBER,11800.0,56437.8,,,
1876442,6353,970108,VYDAJ,VYBER,3480.0,66451.2,,,
1897569,6425,970108,VYDAJ,VYBER,2160.0,20474.7,,,
1855353,6281,970108,PRIJEM,PREVOD Z UCTU,10707.0,7353.4,,AB,58915007.0
3077964,10202,970108,VYDAJ,VYBER,5700.0,33128.8,,,
901500,3072,970108,VYDAJ,PREVOD NA UCET,5268.0,34424.4,SIPO,WX,249654.0
905751,3087,970108,VYDAJ,PREVOD NA UCET,845.0,16614.9,,WX,48730450.0
901564,3072,970108,VYDAJ,VYBER,1900.0,42492.4,,,
901565,3072,970108,VYDAJ,VYBER,2800.0,39692.4,,,
902918,3076,970108,VYDAJ,VYBER,1680.0,15289.2,,,
905286,3086,970108,PRIJEM,VKLAD,21078.0,79578.8,,,
944449,3221,970108,VYDAJ,PREVOD NA UCET,2038.0,33310.4, ,OP,83177405.0
940386,3210,970108,VYDAJ,PREVOD NA UCET,7388.0,22111.6,SIPO,WX,29783749.0
1037321,3548,970108,VYDAJ,PREVOD NA UCET,3586.0,19661.4,SIPO,KL,35372984.0
1038127,3551,970108,VYDAJ,PREVOD NA UCET,1769.0,31535.2,SIPO,QR,9448177.0
1037018,3547,970108,VYDAJ,VYBER,800.0,17434.2,,,
1531176,5215,970108,VYDAJ,PREVOD NA UCET,5315.0,36414.9, ,QR,81640040.0
1531461,5215,970108,VYDAJ,VYBER,3240.0,32802.9,,,
1531248,5215,970108,VYDAJ,PREVOD NA UCET,372.0,36042.9,POJISTNE,KL,3664792.0
11672,39,970108,VYDAJ,PREVOD NA UCET,2970.0,27930.1, ,WX,949460.0
14327,47,970108,VYDAJ,VYBER,1500.0,41217.5,,,
10800,36,970108,VYDAJ,VYBER,1560.0,40460.7,,,
17385,59,970108,VYDAJ,PREVOD NA UCET,6190.0,23468.2, ,ST,65394794.0
17325,59,970108,VYDAJ,PREVOD NA UCET,695.0,29658.2,SIPO,IJ,38201576.0
