[2025-12-05 03:37:01] ✗✓ FALSE NEGATIVE | Customer: CUST_005537 | Cluster: 11 | Score: -178.49 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 60 | Acc: 26.67% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:27] ✗✗ TRUE NEGATIVE | Customer: CUST_000396 | Cluster: 4 | Score: -5491884.78 | 6 similar: ['CUST_000349', 'CUST_000349', 'CUST_000349'] | Prob: 0.70 | Total: 2223 | Acc: 30.27% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:27] ✗✓ FALSE NEGATIVE | Customer: CUST_000396 | Cluster: 0 | Score: -3885613.62 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2224 | Acc: 30.26% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:27] ✗✓ FALSE NEGATIVE | Customer: CUST_000396 | Cluster: 0 | Score: -3949886.11 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2225 | Acc: 30.25% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:27] ✗✓ FALSE NEGATIVE | Customer: CUST_000396 | Cluster: 0 | Score: -3730802.58 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2226 | Acc: 30.23% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:27] ✗✓ FALSE NEGATIVE | Customer: CUST_000396 | Cluster: 4 | Score: -3755996.53 | 6 similar: ['CUST_000349', 'CUST_000349', 'CUST_000349'] | Prob: 0.70 | Total: 2227 | Acc: 30.22% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:27] ✗✓ FALSE NEGATIVE | Customer: CUST_000396 | Cluster: 0 | Score: -4401009.26 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2228 | Acc: 30.21% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:27] ✗✓ FALSE NEGATIVE | Customer: CUST_000396 | Cluster: 4 | Score: -5491884.78 | 6 similar: ['CUST_000349', 'CUST_000349', 'CUST_000349'] | Prob: 0.70 | Total: 2229 | Acc: 30.19% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:27] ✗✗ TRUE NEGATIVE | Customer: CUST_000396 | Cluster: 4 | Score: -6125740.03 | 6 similar: ['CUST_000349', 'CUST_000349', 'CUST_000349'] | Prob: 0.70 | Total: 2230 | Acc: 30.22% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:27] ✗✗ TRUE NEGATIVE | Customer: CUST_000396 | Cluster: 0 | Score: -3854901.42 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2231 | Acc: 30.26% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:27] ✗✗ TRUE NEGATIVE | Customer: CUST_000396 | Cluster: 0 | Score: -4809718.56 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2232 | Acc: 30.29% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -46435.27 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2233 | Acc: 30.32% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -46435.27 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2234 | Acc: 30.30% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -41205.80 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2235 | Acc: 30.29% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -44105.31 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2236 | Acc: 30.28% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -46716.53 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2237 | Acc: 30.26% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -46716.53 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2238 | Acc: 30.25% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -71768.95 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2239 | Acc: 30.24% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -44105.31 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2240 | Acc: 30.22% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -90021.62 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2241 | Acc: 30.21% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -37502.65 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2242 | Acc: 30.20% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -37502.65 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2243 | Acc: 30.18% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -41205.80 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2244 | Acc: 30.17% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -38178.59 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2245 | Acc: 30.16% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -90021.62 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2246 | Acc: 30.19% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -38178.59 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2247 | Acc: 30.22% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:55] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 2 | Score: -71768.95 | 6 similar: ['CUST_000264', 'CUST_000264', 'CUST_000264'] | Prob: 0.70 | Total: 2248 | Acc: 30.20% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:56] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -88485.33 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2249 | Acc: 30.24% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:56] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -137306.38 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2250 | Acc: 30.22% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:56] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -137134.56 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2251 | Acc: 30.21% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:56] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -140687.64 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2252 | Acc: 30.20% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:56] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -149269.05 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2253 | Acc: 30.18% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:56] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -149269.05 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2254 | Acc: 30.17% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:56] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -81489.56 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2255 | Acc: 30.16% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:56] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -135047.16 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2256 | Acc: 30.19% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:56] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -132443.59 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2257 | Acc: 30.22% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:56] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -251671.87 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2258 | Acc: 30.20% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -125137.83 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2259 | Acc: 30.23% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -132443.59 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2260 | Acc: 30.27% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -244788.36 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2261 | Acc: 30.25% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -94624.52 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2262 | Acc: 30.28% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -130441.79 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2263 | Acc: 30.31% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -140687.64 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2264 | Acc: 30.30% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -101963.85 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2265 | Acc: 30.29% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -137306.38 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2266 | Acc: 30.27% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -81489.56 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2267 | Acc: 30.30% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -251671.87 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2268 | Acc: 30.29% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -125137.83 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2269 | Acc: 30.28% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -88485.33 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2270 | Acc: 30.26% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -145803.58 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2271 | Acc: 30.25% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -119556.66 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2272 | Acc: 30.24% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -137134.56 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2273 | Acc: 30.27% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -119556.66 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2274 | Acc: 30.30% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -135047.16 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2275 | Acc: 30.29% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -145803.58 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2276 | Acc: 30.27% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -101963.85 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2277 | Acc: 30.26% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -94624.52 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2278 | Acc: 30.29% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:29:57] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -130441.79 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2279 | Acc: 30.28% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -272648.88 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2280 | Acc: 30.31% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✗ TRUE NEGATIVE | Customer: CUST_000442 | Cluster: 0 | Score: -128240.27 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2281 | Acc: 30.34% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -457949.07 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2282 | Acc: 30.32% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -1053735.61 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2283 | Acc: 30.31% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -457889.25 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2284 | Acc: 30.30% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✗ TRUE NEGATIVE | Customer: CUST_000442 | Cluster: 0 | Score: -128240.27 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2285 | Acc: 30.33% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -289790.82 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2286 | Acc: 30.36% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -299334.92 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2287 | Acc: 30.35% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -731856.46 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2288 | Acc: 30.33% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -364797.98 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2289 | Acc: 30.36% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -1021922.59 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2290 | Acc: 30.35% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -506481.13 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2291 | Acc: 30.34% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -272648.88 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2292 | Acc: 30.32% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -291200.33 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2293 | Acc: 30.31% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -548683.91 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2294 | Acc: 30.30% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -908183.66 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2295 | Acc: 30.28% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -280214.12 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2296 | Acc: 30.27% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -267047.86 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2297 | Acc: 30.26% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -914751.92 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2298 | Acc: 30.24% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -289790.82 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2299 | Acc: 30.23% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -1017007.84 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2300 | Acc: 30.22% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -291162.21 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2301 | Acc: 30.25% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -358346.19 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2302 | Acc: 30.23% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -548755.67 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2303 | Acc: 30.22% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -364750.29 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2304 | Acc: 30.21% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000442 | Cluster: 0 | Score: -113963.74 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2305 | Acc: 30.20% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -280214.12 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2306 | Acc: 30.18% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -299334.92 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2307 | Acc: 30.17% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -358346.19 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2308 | Acc: 30.16% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:01] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -1091338.05 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2309 | Acc: 30.19% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:02] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -267047.86 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2310 | Acc: 30.22% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:02] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -954416.84 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2311 | Acc: 30.25% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:02] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -244820.48 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2312 | Acc: 30.23% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:02] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -1021789.06 | 6 similar: ['CUST_000272', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2313 | Acc: 30.22% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:02] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -908183.66 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2314 | Acc: 30.21% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:02] ✗✓ FALSE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -462689.78 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2315 | Acc: 30.19% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:30:02] ✗✗ TRUE NEGATIVE | Customer: CUST_000432 | Cluster: 0 | Score: -1017007.84 | 6 similar: ['CUST_000277', 'CUST_000277', 'CUST_000277'] | Prob: 0.70 | Total: 2316 | Acc: 30.22% | Prec: 0.00% | Rec: 0.00%
